sortOrder,id,name_cn,description,price_adult_regular,price_adult_phone,price_child_regular,price_child_phone,price_over65,price_under25,price_under18,price_under15,price_free,bestFor,duration,validityPeriod_startDate,validityPeriod_endDate,validityPeriod_description,coverage_regions,coverage_map,targetAudience,trainTypes,officialLinks,purchaseLinks,category,popularity,isLimitedPeriod,ticket_note
26,tokai_26,富士山・富士五湖パスポート,"富士山・富士五湖パスポート || 関連情報 | 富士急行 || 問合わせ | 富士急バス TEL:0555-72-3877 || フリー区間 | 富士山・富士五湖パスポート || 制限事項 | フジサン特急には別途特急券が必要 || ねだん | 大人：3,300円／小人：1,660円 || 有効期間 | ２日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 富士山駅,河口湖駅の富士急バス窓口 / 三島駅,新富士駅,富士宮駅,御殿場駅,森の駅旭日丘の富士急バス窓口
限制事项: フジサン特急には別途特急券が必要
相关信息: 富士急行
咨询: 富士急バス TEL:0555-72-3877","大人：3,300円／小人：1,660円",,,,,,,,,,２日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/fujikyu12.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/fujikyu12.htm | http://www.fujikyu-railway.jp/ticket/ticket17.php,"富士山駅,河口湖駅の富士急バス窓口 / 三島駅,新富士駅,富士宮駅,御殿場駅,森の駅旭日丘の富士急バス窓口",,,,
27,tokai_27,富士吉田お出かけフリーきっぷ,"富士吉田お出かけフリーきっぷ || 関連情報 | 富士急行 || 問合わせ | 富士急行 TEL:0555-22-7100 || フリー区間 | 富士吉田お出かけフリーきっぷ || 制限事項 || ねだん | 大人：510円／小人：360円 || 有効期間 | １日間 || 発売期間 | 利用当日のみ || 利用期間 | 通年 || 発売箇所 | フリー区間の駅 / フリー区間外からの往復タイプもあり
相关信息: 富士急行
咨询: 富士急行 TEL:0555-22-7100",大人：510円／小人：360円,,,,,,,,,,１日間,利用当日のみ,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/fujikyu13.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/fujikyu13.htm | http://www.fujikyu-railway.jp/ticket/ticket07.php,フリー区間の駅 / フリー区間外からの往復タイプもあり,,,,
28,tokai_28,富士山まるごときっぷ,"富士山まるごときっぷ || 関連情報 | 富士急行 || 問合わせ | 富士急行 TEL:0555-22-7100 || フリー区間 | 富士山まるごときっぷ || 制限事項 || ねだん | 大人：3,000円／小人：2,000円 || 有効期間 | １日間 || 発売期間 | 利用当日のみ || 利用期間 | 通年 || 発売箇所 | 富士急行線：河口湖,富士急ハイランド,富士山 / 富士急バス：河口湖駅、富士山駅バス窓口
相关信息: 富士急行
咨询: 富士急行 TEL:0555-22-7100","大人：3,000円／小人：2,000円",,,,,,,,,,１日間,利用当日のみ,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/fujikyu14.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/fujikyu14.htm | http://www.fujikyu-railway.jp/ticket/ticket18.php,"富士急行線：河口湖,富士急ハイランド,富士山 / 富士急バス：河口湖駅、富士山駅バス窓口",,,,
29,tokai_29,１日フリー乗車券,"１日フリー乗車券 || 関連情報 | 岳南鉄道 ジョルダンモバイルチケット || 問合わせ | 岳南鉄道 TEL:0545-53-5111 || フリー区間 | / フリーエリア / || 制限事項 || ねだん | 大人：750円／小人：310円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 吉原,吉原本町,岳南富士岡 / 各駅とも係員がいる時間帯のみの発売 / ジョルダンモバイルチケット
相关信息: 岳南鉄道 ジョルダンモバイルチケット
咨询: 岳南鉄道 TEL:0545-53-5111",大人：750円／小人：310円,,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/gakunan11.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/gakunan.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gakunan11.htm | https://ticket.jorudan.co.jp/gakutetsu/gkn-1d/ja/ | https://www.gakutetsu.jp/couponpass/index.html,"吉原,吉原本町,岳南富士岡 / 各駅とも係員がいる時間帯のみの発売 / ジョルダンモバイルチケット",,,,
30,tokai_30,春・夏・冬休みこどもフリーパス (小学生限定),"春休み/夏休み/冬休み こどもフリーパス / || 関連情報 | 岳南鉄道 / || 問合わせ | 岳南鉄道 TEL:0545-53-5111 || フリー区間 | / 春休み/夏休み/冬休み こどもフリーパス / || 制限事項 || ねだん | 小人：210円 || 有効期間 | １日 || 発売期間 | タイプ発売期間 春休み 夏休み2025年7月19日～2025年8月31日 冬休み2024年12月24日～2025年1月5日 || 利用期間 | タイプ発売期間 春休み 夏休み2025年7月19日～2025年8月31日 冬休み2024年12月24日～2025年1月5日 || 発売箇所 | 吉原,吉原本町,岳南富士岡 / 各駅とも係員がいる時間帯のみの発売
相关信息: 岳南鉄道 /
咨询: 岳南鉄道 TEL:0545-53-5111",小人：210円,,,,,,,,,,１日,タイプ発売期間 春休み 夏休み2025年7月19日～2025年8月31日 冬休み2024年12月24日～2025年1月5日,,タイプ発売期間 春休み 夏休み2025年7月19日～2025年8月31日 冬休み2024年12月24日～2025年1月5日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/gakunan.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gakunan02.htm | https://www.gakutetsu.jp/couponpass/index.html,"吉原,吉原本町,岳南富士岡 / 各駅とも係員がいる時間帯のみの発売",,,,
31,tokai_31,岳南電車2日フリー乗車券,"岳南電車2日フリー乗車券 || 関連情報 | 岳南鉄道 || 問合わせ | 岳南鉄道 TEL:0545-53-5111 || フリー区間 | / 岳南電車2日フリー乗車券 / || 制限事項 || ねだん | 大人：720円／小人：360円 || 有効期間 | １日 || 発売期間 | 2022年2月14日～2022年3月31日 || 利用期間 | 2022年2月14日～2022年4月1日 || 発売箇所 | 吉原,吉原本町
相关信息: 岳南鉄道
咨询: 岳南鉄道 TEL:0545-53-5111",大人：720円／小人：360円,,,,,,,,,,１日,2022年2月14日～2022年3月31日,,2022年2月14日～2022年4月1日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/gakunan.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gakunan71.htm | https://www.gakutetsu.jp/topics/2dayfreepass.html,"吉原,吉原本町",,,,
32,tokai_32,干支一日フリー乗車券,"干支柄一日フリー乗車券 || 関連情報 | 岳南鉄道 || 問合わせ | 岳南鉄道 TEL:0545-53-5111 || フリー区間 | / 干支柄一日フリー乗車券 / || 制限事項 || ねだん | 大人：750円 || 有効期間 | １日 || 発売期間 | 2026年1月1日～売切れ迄 || 利用期間 | 2026年1月1日～売切れ迄 || 発売箇所 | 吉原
相关信息: 岳南鉄道
咨询: 岳南鉄道 TEL:0545-53-5111",大人：750円,,,,,,,,,,１日,2026年1月1日～売切れ迄,,2026年1月1日～売切れ迄,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/gakunan.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gakunan93.htm | https://www.gakutetsu.jp/topics/2026gakunannewyear.html,吉原,,,,
33,tokai_33,富士まるごとひとったび1日フリー乗車券,"富士まるごとひとったび1日フリー乗車券 || 関連情報 | 岳南鉄道 || 問合わせ | 岳南鉄道 TEL:0545-53-5111 || フリー区間 | / 富士まるごとひとったび1日フリー乗車券 / || 制限事項 || ねだん | 大人：750円／小人：-----円 || 有効期間 | １日 || 発売期間 | 2024年8月3日～ || 利用期間 | 2024年8月3日～ || 発売箇所 | 吉原
相关信息: 岳南鉄道
咨询: 岳南鉄道 TEL:0545-53-5111",大人：750円／小人：-----円,,,,,,,,,,１日,2024年8月3日～,,2024年8月3日～,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/gakunan.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gakunan97.htm | https://www.gakutetsu.jp/topics/marugotohitottabi2024_1nichifree.html,吉原,,,,
34,tokai_34,777ゾロ目の日！ラッキーセブン富士山型記念入場券＆1日フリー乗車券セット,"777ゾロ目の日！ラッキーセブン富士山型記念入場券＆1日フリー乗車券セット || 関連情報 | 岳南鉄道 || 問合わせ | 岳南鉄道 TEL:0545-53-5111 || フリー区間 | / 777ゾロ目の日！ラッキーセブン富士山型記念入場券＆1日フリー乗車券セット / || 制限事項 || ねだん | 大人：900円／小人：-----円 || 有効期間 | １日 || 発売期間 | 2025年7月7日～ || 利用期間 | 2025年7月7日～ || 発売箇所 | 吉原
相关信息: 岳南鉄道
咨询: 岳南鉄道 TEL:0545-53-5111",大人：900円／小人：-----円,,,,,,,,,,１日,2025年7月7日～,,2025年7月7日～,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/gakunan.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gakunan98.htm | https://www.gakutetsu.jp/topics/777zoromekippu.html,吉原,,,,
35,tokai_35,岳鉄ダルマ 全線1日フリー乗車券,"岳鉄ダルマ 全線1日フリー乗車券 || 関連情報 | 岳南鉄道 || 問合わせ | 岳南鉄道 TEL:0545-53-5111 || フリー区間 | / 岳鉄ダルマ 全線1日フリー乗車券 / || 制限事項 || ねだん | 大人：750円／小人：-----円 || 有効期間 | １日 || 発売期間 | 2026年2月1日～ || 利用期間 | 発行日より３か月以内の１日 || 発売箇所 | 吉原
相关信息: 岳南鉄道
咨询: 岳南鉄道 TEL:0545-53-5111",大人：750円／小人：-----円,,,,,,,,,,１日,2026年2月1日～,,発行日より３か月以内の１日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/gakunan.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gakunan100.htm | https://www.gakutetsu.jp/topics/bishamon_parkingfree.html,吉原,,,,
36,tokai_36,静鉄電車ワンデーパス,"静鉄電車ワンデーパス || 関連情報 | 静岡鉄道 || 問合わせ | 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115 || フリー区間 | 静鉄電車ワンデーパス || 制限事項 || ねだん | 大人：700円／小人：350円 || 有効期間 | 1日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 全駅券売機
相关信息: 静岡鉄道
咨询: 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115",大人：700円／小人：350円,,,,,,,,,,1日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/shizutetsu92.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shizutetu00.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/shizutetsu01.htm | https://train.shizutetsu.co.jp/ticket#pass,全駅券売機,,,,
37,tokai_37,電車・バス１日フリー乗車券,"電車・バス１日フリー乗車券 || 関連情報 | 静岡鉄道 しずてつジャストライン || 問合わせ | しずてつジャストラインお客様センター TEL:0120-012-990(平日9:00～18:00) || フリー区間 || 制限事項 || ねだん | 大人：1,600円／小人：800円 / || 有効期間 | 1日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | バス：新静岡バス案内所,静岡駅前案内所,清水駅案内所 / 電車：新静岡,新清水
相关信息: 静岡鉄道 しずてつジャストライン
咨询: しずてつジャストラインお客様センター TEL:0120-012-990(平日9:00～18:00)","大人：1,600円／小人：800円 /",,,,,,,,,,1日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/shizutetu11-1.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/shizutetu11-2.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shizutetsu11.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/shizutetsu11.htm | http://www.justline.co.jp/jyousyaken/onday_free.html | https://train.shizutetsu.co.jp/ticket#oneday,"バス：新静岡バス案内所,静岡駅前案内所,清水駅案内所 / 電車：新静岡,新清水",,,,
38,tokai_38,バンダイホビーセンター新工場開業記念１日フリー乗車券,"バンダイホビーセンター新工場開業記念１日フリー乗車券 || 関連情報 | 静岡鉄道 || 問合わせ | 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115 || フリー区間 | バンダイホビーセンター新工場開業記念１日フリー乗車券 || 制限事項 || ねだん | 大人：800円 || 有効期間 | 1日間 || 発売期間 | 2025年9月2日～2026年8月31日 / || 利用期間 | 2025年9月2日～2026年8月31日 / || 発売箇所 | 新静岡,新清水
相关信息: 静岡鉄道
咨询: 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115",大人：800円,,,,,,,,,,1日間,2025年9月2日～2026年8月31日 /,,2025年9月2日～2026年8月31日 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shizutetu00.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/shizutetsu95.htm | https://www.shizutetsu.co.jp/media/pages/news/2025/hp20250805/f55000d8bd-1754371522/hp20250805.pdf,"新静岡,新清水",,,,
39,tokai_39,春休み静鉄電車ワンデーパス (中高生限定),"春休み静鉄電車ワンデーパス || 関連情報 | 静岡鉄道 || 問合わせ | 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115 || フリー区間 | 春休み静鉄電車ワンデーパス || 制限事項 || ねだん | 中高生：500円 || 有効期間 | 1日間 || 発売期間 | 2024年3月20日～2024年4月7日 / || 利用期間 | 2024年3月20日～2024年4月7日 / || 発売箇所 | 各駅自動販売機
相关信息: 静岡鉄道
咨询: 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115",中高生：500円,,,,,,,,,,1日間,2024年3月20日～2024年4月7日 /,,2024年3月20日～2024年4月7日 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shizutetu00.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/shizutetsu93.htm | https://www.shizutetsu.co.jp/media/pages/news/2023/hp240318/71cb8879b9-1710806070/hp240318.pdf,各駅自動販売機,,,,
40,tokai_40,夏休み静鉄電車ワンデーパス (中高生限定),"夏休みワンデーパス || 関連情報 | 静岡鉄道 || 問合わせ | 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115 || フリー区間 || 制限事項 || ねだん | 中高生：500円 || 有効期間 | 1日間 || 発売期間 | 2025年7月19日～2025年8月26日 / || 利用期間 | 2025年7月19日～2025年8月26日 / || 発売箇所 | 各駅自動券売機
相关信息: 静岡鉄道
咨询: 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115",中高生：500円,,,,,,,,,,1日間,2025年7月19日～2025年8月26日 /,,2025年7月19日～2025年8月26日 /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shizutetu00.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/shizutetsu92.htm | https://train.shizutetsu.co.jp/news/20250701/5423,各駅自動券売機,,,,
41,tokai_41,冬休み静鉄電車ワンデーパス (中高生限定),"冬休み静鉄電車ワンデーパス || 関連情報 | 静岡鉄道 || 問合わせ | 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115 || フリー区間 | 冬休み静鉄電車ワンデーパス || 制限事項 || ねだん | 中高生：500円 || 有効期間 | 1日間 || 発売期間 | 2025年12月24日～2026年1月5日 / || 利用期間 | 2025年12月24日～2026年1月5日 || 発売箇所 | 全駅券売機
相关信息: 静岡鉄道
咨询: 鉄道営業所 TEL:054-261-6981 / 新清水駅 TEL:054-352-1500 / 新静岡駅 TEL:054-254-5115",中高生：500円,,,,,,,,,,1日間,2025年12月24日～2026年1月5日 /,,2025年12月24日～2026年1月5日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/shizutetu00.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/shizutetsu91.htm | https://train.shizutetsu.co.jp/news/20251223/6065,全駅券売機,,,,
42,tokai_42,大井川本線フリーきっぷ,"大井川本線フリーきっぷ || 関連情報 | 大井川鐵道 / 【SL・EL 運転日用】：RYDE PASS / 【SL・EL 運休日用】：RYDE PASS || 問合わせ | 大井川鐵道 TEL:0547-45-4112 || フリー区間 | 大井川本線フリーきっぷ / || 制限事項 | 座席未指定にてSL急行に乗車可能。 || ねだん | SL列車運転日 大人：4,800円／小人：2,400円 / SL列車運休日 大人：2,400円／小人：1,200円 / || 有効期間 | １日間 || 発売期間 | 2024年12月26日～ / || 利用期間 | 2024年12月26日～ / || 発売箇所 | 金谷,新金谷,新金谷駅前SLセンター / / 【SL・EL 運転日用】：RYDE PASS / 【SL・EL 運休日用】：RYDE PASS / 大井川鐵道オンラインショップ / 全国のセブンイレブン(マルチコピー機)
限制事项: 座席未指定にてSL急行に乗車可能。
相关信息: 大井川鐵道 / 【SL・EL 運転日用】：RYDE PASS / 【SL・EL 運休日用】：RYDE PASS
咨询: 大井川鐵道 TEL:0547-45-4112","SL列車運転日 大人：4,800円／小人：2,400円 / SL列車運休日 大人：2,400円／小人：1,200円 /",,,,,,,,,,１日間,2024年12月26日～ /,,2024年12月26日～ /,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/oigawa94.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/oigawa96.htm | https://daitetsu.jp/archives/257651 | https://daitetsu.myshopify.com/ | https://pass.ryde-go.com/products/17R94ZSG1Z30 | https://pass.ryde-go.com/products/76RVWYSM5Z3Q,"金谷,新金谷,新金谷駅前SLセンター / / 【SL・EL 運転日用】：RYDE PASS / 【SL・EL 運休日用】：RYDE PASS / 大井川鐵道オンラインショップ / 全国のセブンイレブン(マルチコピー機)",,,,
43,tokai_43,井川寸又峡周遊きっぷ,"井川寸又峡周遊きっぷ || 関連情報 | 大井川鐵道 RYDE PASS（ライドパス） || 問合わせ | 大井川鐵道 TEL:0547-45-4112 || フリー区間 | / 井川線周遊きっぷ / || 制限事項 || ねだん | おとな 2,100円／こども 1,500円 || 有効期間 | ２日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 千頭,奥泉,井川 / RYDE PASS（ライドパス）
相关信息: 大井川鐵道 RYDE PASS（ライドパス）
咨询: 大井川鐵道 TEL:0547-45-4112","おとな 2,100円／こども 1,500円",,,,,,,,,,２日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/oigawa14.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/oigawa14.htm | https://daitetsu.jp/ft_freeticket | https://pass.ryde-go.com/products/KVM3LPZS628P,"千頭,奥泉,井川 / RYDE PASS（ライドパス）",,,,
44,tokai_44,開運たぬきっぷ,"開運たぬきっぷ || 関連情報 | 大井川鐵道 || 問合わせ | 大井川鐵道 TEL:0547-45-4112 || フリー区間 | / 開運たぬきっぷ / || 制限事項 || ねだん | 大人：880円／小人：440円 || 有効期間 | 1日間 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 金谷,新金谷,家山 / 新金谷駅前SLセンター / 「TOURIST INFORMATION おおいなび」(門出駅隣接)
相关信息: 大井川鐵道
咨询: 大井川鐵道 TEL:0547-45-4112",大人：880円／小人：440円,,,,,,,,,,1日間,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/oigawa16.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/oigawa16.htm | https://daitetsu.jp/ft_freeticket,"金谷,新金谷,家山 / 新金谷駅前SLセンター / 「TOURIST INFORMATION おおいなび」(門出駅隣接)",,,,
45,tokai_45,金谷⇔門出１日乗り放題乗車券,"金谷⇔門出１日乗り放題乗車券 || 関連情報 | 大井川鐵道 RYDE PASS || 問合わせ | 大井川鐵道 TEL:0547-45-4112 || フリー区間 | / 金谷⇔門出１日乗り放題乗車券 / || 制限事項 || ねだん | おとな：280円／こども：140円 || 有効期間 | １日間 || 発売期間 | 2025年1月12日 || 利用期間 | 2025年1月12日 || 発売箇所 | 金谷,新金谷,門出(ホーム上特設売り場) /
相关信息: 大井川鐵道 RYDE PASS
咨询: 大井川鐵道 TEL:0547-45-4112",おとな：280円／こども：140円,,,,,,,,,,１日間,2025年1月12日,,2025年1月12日,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/oigawa15.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/oigawa97.htm | https://daitetsu.jp/archives/257815 | https://pass.ryde-go.com/products/0P2R1MDSPV3X,"金谷,新金谷,門出(ホーム上特設売り場) /",,,,
46,tokai_46,１日フリーきっぷ,"１日フリーきっぷ || 関連情報 | 天竜浜名湖鉄道 ジョルダンモバイルチケット || 問合わせ | 天竜浜名湖鉄道・営業課 TEL:053-925-2276 || フリー区間 | / １日フリーきっぷ / / || 制限事項 || ねだん | 大人：1,950円／小人：980円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ジョルダンモバイルチケット
相关信息: 天竜浜名湖鉄道 ジョルダンモバイルチケット
咨询: 天竜浜名湖鉄道・営業課 TEL:053-925-2276","大人：1,950円／小人：980円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/gazou/tenhama02.jpg | https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tenhama.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tenhama02.htm | https://ticket.jorudan.co.jp/tenhama/1d/ja/index.html | https://www.tenhama.co.jp/about/joshaken/,"掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ジョルダンモバイルチケット",,,,
47,tokai_47,みかんきっぷ,"みかんきっぷ || 関連情報 | 天竜浜名湖鉄道 ジョルダンモバイルチケット / 「エヴァンゲリオン」デザイン柄：天竜浜名湖鉄道 || 問合わせ | 天竜浜名湖鉄道・営業課 TEL:053-925-2276 || フリー区間 | / みかんきっぷ / / || 制限事項 || ねだん | 大人：1,550円／小人：780円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ジョルダンモバイルチケット /
相关信息: 天竜浜名湖鉄道 ジョルダンモバイルチケット / 「エヴァンゲリオン」デザイン柄：天竜浜名湖鉄道
咨询: 天竜浜名湖鉄道・営業課 TEL:053-925-2276","大人：1,550円／小人：780円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tenhama03.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tenhama03.htm | https://ticket.jorudan.co.jp/tenhama/mikan-chabatake/ja/index.html | https://www.tenhama.co.jp/about/joshaken/ | https://www.tenhama.co.jp/events/24307/,"掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ジョルダンモバイルチケット /",,,,
48,tokai_48,茶畑きっぷ,"茶畑きっぷ || 関連情報 | 天竜浜名湖鉄道 ジョルダンモバイルチケット / 「エヴァンゲリオン」デザイン柄：天竜浜名湖鉄道 || 問合わせ | 天竜浜名湖鉄道・営業課 TEL:053-925-2276 || フリー区間 | / 茶畑きっぷ / / || 制限事項 || ねだん | 大人：1,550円／小人：780円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ジョルダンモバイルチケット /
相关信息: 天竜浜名湖鉄道 ジョルダンモバイルチケット / 「エヴァンゲリオン」デザイン柄：天竜浜名湖鉄道
咨询: 天竜浜名湖鉄道・営業課 TEL:053-925-2276","大人：1,550円／小人：780円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tenhama04.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tenhama04.htm | https://ticket.jorudan.co.jp/tenhama/mikan-chabatake/ja/index.html | https://www.tenhama.co.jp/about/joshaken/ | https://www.tenhama.co.jp/events/24307/,"掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ジョルダンモバイルチケット /",,,,
49,tokai_49,遠鉄電車・天浜線共通1日フリーきっぷ(西ルート),"共通１日フリーきっぷ(西ルート) || 関連情報 | 遠州鉄道 天竜浜名湖鉄道 ＭａａＳアプリ「ＥＭｏｔ」 || 問合わせ | 遠州鉄道・鉄道営業所 TEL:053-435-0221 / 天竜浜名湖鉄道・営業課 TEL:053-925-2276 || フリー区間 | / 共通１日フリーきっぷ / / || 制限事項 || ねだん | 大人：1,600円／小人：800円 || 有効期間 | １日 || 発売期間 | 通年 || 利用期間 | 通年 || 発売箇所 | 遠州鉄道：新浜松,第一通り,上島,浜北,西鹿島 / 天竜浜名湖鉄道：掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ＭａａＳアプリ「ＥＭｏｔ」
相关信息: 遠州鉄道 天竜浜名湖鉄道 ＭａａＳアプリ「ＥＭｏｔ」
咨询: 遠州鉄道・鉄道営業所 TEL:053-435-0221 / 天竜浜名湖鉄道・営業課 TEL:053-925-2276","大人：1,600円／小人：800円",,,,,,,,,,１日,通年,,通年,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/tenhama11.gif,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/tenhama11.htm | http://www.tenhama.co.jp/event/joshaken.html | https://www.emot.jp/service/detail/index_8.html | https://www.emot.jp/service/detail/index_9.html | https://www.entetsu.co.jp/tetsudou/guide/discount.html,"遠州鉄道：新浜松,第一通り,上島,浜北,西鹿島 / 天竜浜名湖鉄道：掛川,遠州森,天竜二俣,西鹿島,金指,三ヶ日,新所原 / ＭａａＳアプリ「ＥＭｏｔ」",,,,
